# Time, Accum (s), Scatter (V), Current (V), Sample (V), Ref. (V), Temp (V), Sheath (sccm), Diff. (V), Box (K), Purge (sccm), Pres. (kPa), Aux. (V), Flow (sccm), Number conc at bin: 59 in time range: 36347-64766, Mass conc at bin: 59 in time range: 36347-64766, Average # conc in time range: 36347-64766, Average mass conc in time range: 36347-64766, Peak Size in time range: 36347-64766, Peak Value in time range: 36347-64766, Summed number concentration: 36347-64766, unimplemented, unimplemented, unimplemented, unimplemented, unimplemented, amplitude_m0, mu_m0, sigma_m0, offset, 
36347.8,1,2.164,1.06,4.979,1.915,1.23,800.305,4.095,289.708,0,102.651,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36348.7,1,2.269,1.06,4.9,2.006,1.233,800.251,4.095,289.691,0,102.442,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36349.7,1,2.213,1.059,4.834,1.955,1.234,800.305,4.095,289.708,0,102.73,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36350.7,1,2.141,1.059,4.678,1.9,1.235,800.682,4.095,289.725,0,102.589,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36351.7,1,2.142,1.06,4.861,1.901,1.235,799.717,4.095,289.725,0,102.564,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36352.7,1,2.141,1.059,4.881,1.9,1.235,799.717,4.095,289.743,0,102.632,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36353.7,1,2.14,1.06,4.868,1.899,1.236,800.468,4.095,289.708,0,102.716,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36354.7,1,2.142,1.06,4.918,1.9,1.236,799.929,4.095,289.708,0,102.708,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36355.7,1,2.145,1.059,4.836,1.903,1.237,799.929,4.095,289.691,0,102.526,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36356.7,1,2.152,1.059,4.868,1.906,1.237,800.145,4.095,289.725,0,102.703,0,0,nan,0.0307806,3.41519,0.000310916,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36357.7,1,2.146,1.059,4.715,1.902,1.239,800.738,4.095,289.673,0,102.581,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36358.7,1,2.144,1.059,4.821,1.902,1.237,799.718,4.095,289.708,0,102.676,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36359.7,1,2.151,1.061,11.516,1.907,1.237,793.295,4.095,289.691,0,102.771,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36360.7,1,2.151,1.059,22.893,1.908,1.239,781.308,4.095,289.708,0,102.803,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36361.7,1,2.158,1.06,56.519,1.913,1.238,744.376,4.095,289.76,0,103.134,0,0,nan,0.00792116,0.878873,8.00117e-05,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36362.7,1,2.14,1.059,98.716,1.908,1.239,690.684,4.095,289.725,0,102.844,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36363.7,1,2.139,1.059,71.869,1.909,1.24,719.954,4.095,289.83,0,103.009,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
36364.7,1,2.122,1.06,49.817,1.898,1.239,743.812,4.095,289.83,0,102.971,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
